9.472222222,0.89
9.355555556,0.86
9.377777778,0.89
8.288888889,0.83
8.755555556,0.83
9.222222222,0.85
7.733333333,0.95
8.772222222,0.89
10.82222222,0.82
13.77222222,0.72
16.01666667,0.67
17.14444444,0.54
17.8,0.55
17.33333333,0.51
18.87777778,0.47
18.91111111,0.46
15.38888889,0.6
15.55,0.63
14.25555556,0.69
13.14444444,0.7
11.55,0.77
11.18333333,0.76
10.11666667,0.79
10.2,0.77
10.42222222,0.62
9.911111111,0.66
11.18333333,0.8
7.155555556,0.79
6.111111111,0.82
6.788888889,0.83
7.261111111,0.85
7.8,0.83
9.872222222,0.78
12.22222222,0.72
15.09444444,0.61
17.35555556,0.52
19.00555556,0.46
20.04444444,0.4
21.05,0.4
21.18333333,0.37
20.11666667,0.4
20.21666667,0.36
20,0.43
17.8,0.5
16.06111111,0.53
15.02222222,0.55
14.42222222,0.58
14.25555556,0.59
13.77222222,0.6
13.28333333,0.63
8.633333333,0.87
11.25,0.83
11.18333333,0.89
10.69444444,0.95
11.11111111,0.93
11.11111111,0.93
12.16666667,0.82
12.75555556,0.79
13.83888889,0.84
16.18333333,0.73
17.51666667,0.67
17.38333333,0.67
17.36111111,0.71
17.20555556,0.74
15.63333333,0.81
13.57777778,0.9
10.91111111,0.86
8.8,0.99
8.961111111,0.93
8.2,0.96
7.688888889,0.96
7.766666667,0.96
8.2,0.96
8.177777778,0.93
7.311111111,0.82
7.644444444,0.93
6.622222222,0.93
6.683333333,0.93
6.088888889,0.93
6.066666667,0.93
6.144444444,0.93
7.133333333,0.8
7.205555556,0.86
7.566666667,0.84
8.9,0.77
9.961111111,0.71
9.888888889,0.71
11.06666667,0.71
10.11666667,0.76
11.03888889,0.66
10.65,0.7
10.05,0.7
9.9,0.66
8.794444444,0.71
7.827777778,0.72
7.855555556,0.72
7.316666667,0.75
7.244444444,0.75
5.438888889,0.88
7.2,0.76
6.688888889,0.7
6.211111111,0.73
6.111111111,0.76
6.111111111,0.76
6.172222222,0.76
7.222222222,0.71
7.288888889,0.73
7.405555556,0.72
7.961111111,0.7
8.033333333,0.7
9.077777778,0.65
9.05,0.62
9.05,0.65
9.183333333,0.65
9.072222222,0.7
7.983333333,0.75
8.072222222,0.75
7.894444444,0.82
7.311111111,0.83
7.338888889,0.84
6.622222222,0.85
6.066666667,0.88
8.338888889,0.88
5.183333333,0.91
3.722222222,0.94
4.855555556,0.93
5.211111111,0.92
6.255555556,0.92
7.794444444,0.87
10.05,0.76
12.2,0.66
12.7,0.63
13.93333333,0.58
15.09444444,0.59
15.15,0.5
16.17777778,0.44
16.25,0.55
16.29444444,0.5
16.1,0.56
12.95555556,0.68
13.85,0.64
12.77777778,0.69
12.15,0.72
10.67777778,0.81
10.44444444,0.83
9.822222222,0.8
11.02777778,0.74
7.138888889,0.93
7.622222222,0.89
7.627777778,0.86
7.044444444,0.86
8.6,0.84
9.65,0.84
12.10555556,0.72
12.77777778,0.71
13.81111111,0.65
16.01666667,0.48
17.12777778,0.47
17.14444444,0.43
17.77777778,0.4
17.77777778,0.37
17.80555556,0.43
16.15555556,0.52
14.05,0.63
13.08888889,0.67
12.28888889,0.72
12.77777778,0.66
12.72777778,0.67
12.26666667,0.69
11.71111111,0.71
10.82777778,0.86
12.2,0.59
12.2,0.6
11.68888889,0.68
11.20555556,0.77
11.13333333,0.77
11.43888889,0.77
13.03333333,0.81
17.24444444,0.62
17.73888889,0.53
17.84444444,0.56
18.86111111,0.56
18.66666667,0.56
17.82222222,0.56
17.8,0.59
17.35,0.57
16.06666667,0.67
14.93333333,0.73
13.92222222,0.78
12.75555556,0.84
12.75555556,0.84
12.37222222,0.86
11.18333333,0.93
11.66666667,0.9
8.977777778,0.95
10.57777778,0.93
10.53333333,0.89
10.58888889,0.87
9.983333333,0.89
11.02222222,0.86
13.53888889,0.75
13.88888889,0.68
15,0.67
17.18333333,0.57
16.2,0.62
17.75,0.56
18.40555556,0.54
17.82222222,0.59
17.31111111,0.57
17.50555556,0.55
17.26666667,0.54
15.13888889,0.61
13.25,0.69
12.29444444,0.72
10.7,0.79
9.855555556,0.85
9.522222222,0.88
8.405555556,0.92
13.01111111,0.82
7.733333333,0.96
6.138888889,0.96
6.472222222,0.95
6.627777778,0.96
8.688888889,0.93
11.99444444,0.81
13.76666667,0.78
15.08888889,0.77
16.45555556,0.68
17.31111111,0.62
17.87222222,0.64
19.03888889,0.47
18.97777778,0.51
19.00555556,0.55
19.01111111,0.53
17.86666667,0.64
17.26666667,0.62
16.18888889,0.61
14.88333333,0.72
14.32777778,0.75
14.51111111,0.75
14.37222222,0.75
14.87777778,0.72
10.40555556,0.92
12.82222222,0.83
12.8,0.85
12.82777778,0.86
12.26666667,0.85
